gameId,gameConfig,start,end,text,speaker,trial,role,echo,description
XHYAxKnSNRMEbigrq,game38,70.8,77.34,Hi Smurphy,apple111,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,77.34,85.16,"with you guys. So in the game, you guys are going to help Smurphy guess which picture has a box around it.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,85.16,93.42,"So one of you will have two pictures that looks like this on your screen, but one of you will have a box and the other person will not have a box.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,93.72,101.86,"If you have a box, that means you're the teller and you're going to tell your partner and Smurphy which picture has a box around it.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,101.86,103.36,That I want to be the box.,apple111,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,103.66,105.3,"Yeah, you will take turns.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,105.52,111.02,"And then so if on your screen you do not have a box, that means you're the guesser and you're going to be holding Smurphy.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,111.02,116.16,And you guys are going to be listening to the teller of which image has the box around it.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,116.42,118.7,"And when you know it what it is, you're going to press.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,118.86,119.68,You're going to touch it.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,119.82,120.02,Okay?,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,120.74,121.7,Are we ready to play?,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,121.96,122.36,Yeah.,pear222,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,122.72,128.38,"If you get it right, if you get it right, if you and Smurphy gets it right, you're going to see a smiley face.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,128.82,131.12,"But if you guess it wrong, you'll see a frowny face.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,131.12,136.12,But that's okay because we're going to get a lot of chances to help Smurphy guess which picture is right.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,136.36,136.56,Okay?,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,136.86,137.5,All right.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,137.8,140.86,We're going to be taking turns of who's the teller and the guesser.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,141.16,144.36,So you guys can touch the box in the middle of your screen to start.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,146.58,147.62,"Oh, we're starting.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,147.76,150.26,Who has the box around one of their pictures?,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,151.1,151.4,Me.,pear222,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,151.76,152.12,[pear222].,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,152.12,155.82,"So [pear222], you're going to be the teller and [apple111] you're going to be the guesser.",R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,155.9,156.84,You get to start with Smurphy.,R,NA,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,157.02,162.26,"So, [pear222], tell [apple111] and Smurphy which picture has the box around it.",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,162.56,164.04,Which picture has a box?,pear222,0,S,NA,NA
XHYAxKnSNRMEbigrq,game38,164.06,165.86,"Oh, you're going to tell them which picture.",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,165.96,166.76,"I'm sorry, I'm going to close the door",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,167.42,172.06,You're going to tell [apple111] and Smurphy which picture has the box around it.,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,172.62,174.88,Which picture has the box around it?,pear222,0,S,NA,NA
XHYAxKnSNRMEbigrq,game38,174.88,178,"Oh, you're going to tell her which one has the box.",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,178.56,180.02,Which one has the box?,pear222,0,S,NA,NA
XHYAxKnSNRMEbigrq,game38,180.64,183.04,Or you're going to tell her what's in here.,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,183.68,184.92,What's in the box?,pear222,0,S,NA,NA
XHYAxKnSNRMEbigrq,game38,185.84,187.4,"No, you have to explain it.",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,187.68,188.72,Do you see what's in there?,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,190.4,191.78,Tell her what's in there.,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,193.12,193.8,An apple.,pear222,0,S,NA,An apple
XHYAxKnSNRMEbigrq,game38,195.3,197.72,So then you and Smurphy guess which one is what she said.,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,199.88,201.68,"Yeah, can you touch it with your finger?",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,203.2,204.86,Good job! You guys got the first one.,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,204.86,211.36,"one right! Yay! Okay so now we're going to switch. So Smurphy is with [pear222]. You're going to be the guesser and you're going to be the teller,",R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,211.36,215.36,[apple111]. So tell [pear222] and Smurphy which picture has the box around it.,R,0,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,215.36,220.86,The box in there is the dog.,apple111,1,S,NA,the dog
XHYAxKnSNRMEbigrq,game38,224.86,225.86,Yeah!,T,1,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,228.86,234.84,"Good job! You guys got another one right! Okay, so now you're the guesser, [apple111], and here the teller.",R,1,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,234.84,235.84,[pear222].,NA,1,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,235.84,241.84,The box has the boat.,pear222,2,S,NA,the boat
XHYAxKnSNRMEbigrq,game38,241.84,244.84,The boat.,apple111,2,L,NA,the boat
XHYAxKnSNRMEbigrq,game38,244.84,245.84,Woo!,T,2,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,245.84,246.84,Good job!,R,2,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,246.84,251.84,"Okay, now the guesser is Kevin and the teller is [apple111].",R,2,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,251.84,255.84,So you're going to tell you which one has the box.,R,2,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,255.84,262.84,The box in there is a tree.,apple111,3,S,NA,a tree
XHYAxKnSNRMEbigrq,game38,262.84,269.84,"Oh, good job! You guys keep getting them right!",R,3,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,269.84,272.84,"Okay, now you're the guesser, [apple111], and you're the teller.",R,3,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,272.84,273.84,[pear222].,R,3,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,273.84,278.84,The box has the jumping person.,pear222,4,S,NA,the jumping person
XHYAxKnSNRMEbigrq,game38,278.84,283.84,And I'm gonna pick.,apple111,4,L,NA,NA
XHYAxKnSNRMEbigrq,game38,283.84,286.84,Pick whichever one. Yay! Good job!,R,4,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,286.84,290.84,"Okay, now you're the guesser, [pear222], and you're the teller, [apple111].",R,4,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,290.84,291.84,It's so fun.,apple111,4,L,NA,NA
XHYAxKnSNRMEbigrq,game38,291.84,292.84,"It's so fun, right?",R,4,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,292.84,297.84,The box in there is a walking person and his head is looking down.,apple111,5,S,NA,a walking person and his head is looking down
XHYAxKnSNRMEbigrq,game38,300.84,302.84,Yay! Good job!,R,5,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,302.84,306.84,"Now you are the guesser, [apple111], and you're the teller, [pear222].",R,5,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,306.84,309.84,The box has the...,pear222,6,S,NA,NA
XHYAxKnSNRMEbigrq,game38,309.84,315.84,The one who's holding the triangle in its hand and it's bowing.,pear222,6,S,NA,the one who's holding the triangle in its hand and it's bowing
XHYAxKnSNRMEbigrq,game38,315.84,317.84,Oh!,R,6,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,317.84,319.84,Good job!,R,6,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,319.84,321.84,"Okay, now you're the guesser, [pear222].",R,6,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,321.84,324.84,"can you? I know and you're the teller, [apple111].",R,6,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,324.84,328.84,Boxes there is a...,apple111,7,S,NA,NA
XHYAxKnSNRMEbigrq,game38,328.84,332.84,You gotta tell her what you think it is.,R,7,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,332.84,335.84,Maybe...,apple111,7,S,NA,NA
XHYAxKnSNRMEbigrq,game38,335.84,344.84,What does it look like?,R,7,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,344.84,347.84,A boat?,apple111,7,S,NA,a boat
XHYAxKnSNRMEbigrq,game38,347.84,350.84,Good job! You did a good job!,R,7,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,350.84,351.84,"Okay, now you're the good job.",R,7,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,351.84,353.84,"guesser, [apple111], and you're the teller, [pear222].",R,7,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,353.84,358.84,"It's a person that's just walking, but it's, with it's head down.",pear222,8,S,NA,"a person that's just walking, but with it's head down."
XHYAxKnSNRMEbigrq,game38,358.84,360.84,I know it.,apple111,8,L,NA,NA
XHYAxKnSNRMEbigrq,game38,360.84,361.84,Woo!,R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,361.84,362.84,Good job!,R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,362.84,364.84,You guys are doing so good!,R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,364.84,370.84,"Like yeah, we're just like very good as like something, like, just like, everything.",apple111,8,L,NA,NA
XHYAxKnSNRMEbigrq,game38,370.84,371.84,I know.,R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,371.84,372.84,This one?,pear222,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,372.84,374.84,"Yeah, I don't know.",R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,374.84,379.84,"It says, please make sure this table stays in this room in research room number three.",R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,379.84,382.52,"You're going to be the guesser now, [pear222], and you're the teller, [apple111].",R,8,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,383.72,386.52,The box is a boat.,apple111,9,S,NA,a boat
XHYAxKnSNRMEbigrq,game38,388.62,389.08,Woo!,T,9,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,389.78,391.12,"Good job, good job.",R,9,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,391.18,392.42,I know.,R,9,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,392.5,394.8,"You're going to be the guesser now, and you're going to be the teller.",R,9,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,395.8,398.52,It's something that's holding something.,pear222,10,S,NA,something that's holding something
XHYAxKnSNRMEbigrq,game38,402.08,402.92,Yay!,R,10,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,402.92,404.12,Good job!,R,10,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,404.54,407.7,"Okay, now you're going to be the guesser, [pear222], and you're the teller, [apple111].",R,10,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,407.7,414.7,The box is a jumping person.,apple111,11,S,NA,a jumping person
XHYAxKnSNRMEbigrq,game38,414.7,419.7,"Ooh, good job!",R,11,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,419.7,420.7,That was so fun!,apple111,11,S,NA,NA
XHYAxKnSNRMEbigrq,game38,420.7,424.7,"I know, now you're going to be the guesser [apple111] and you're the teller [pear222].",R,11,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,424.7,426.7,I told her that's hard and jump guide.,pear222,12,S,NA,unintelligible honestly
XHYAxKnSNRMEbigrq,game38,426.7,428.7,What?,R,12,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,428.7,431.7,It's something that holding something.,pear222,12,S,NA,something that's holding something
XHYAxKnSNRMEbigrq,game38,431.7,436.7,"Oh, good job!",R,12,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,436.7,437.7,Okay.,R,12,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,437.7,440.2,"be the guesser, [pear222], and here the teller, [apple111].",R,12,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,440.2,444.2,Here the box is a boat.,apple111,13,S,NA,a boat
XHYAxKnSNRMEbigrq,game38,444.2,446.7,I don't know that one.,pear222,13,L,NA,NA
XHYAxKnSNRMEbigrq,game38,446.7,448.2,Yay!,T,13,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,448.2,449.2,Yay!,R,13,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,449.2,451.2,We did it!,apple111,13,S,NA,NA
XHYAxKnSNRMEbigrq,game38,451.2,454.2,"Now you're going to be the guesser, [apple111], and here the teller, [pear222].",R,13,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,454.2,458.2,It's a person that's walking.,pear222,14,S,NA,a person that's walking
XHYAxKnSNRMEbigrq,game38,458.2,459.2,Did you hear her?,R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,459.2,462.2,It's a person that's walking.,pear222,14,S,NA,a person that's walking
XHYAxKnSNRMEbigrq,game38,462.2,465.2,"Oh, good job!",R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,465.2,466.2,Good job!,R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,466.2,471.04,Why you're saying like a different word like who or like yeah?,apple111,14,L,NA,NA
XHYAxKnSNRMEbigrq,game38,471.04,473.48,"Sometimes it's yay, sometimes it's woo.",R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,473.48,474.08,I don't know.,R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,474.08,476.68,Sometimes it's just saying good job in a different way.,R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,476.68,480.08,"Now you're going to be the guesser, [pear222], and you're going to be the teller, [apple111].",R,14,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,480.08,483.32,In the box is a jumping person.,apple111,15,S,NA,a jumping person
XHYAxKnSNRMEbigrq,game38,483.32,484.32,Yay!,T,15,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,484.32,485.32,Yay!,R,15,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,485.32,490.08,"Okay, now you're the guesser, [apple111], and you're the teller, [pear222].",R,15,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,490.08,492.08,I saw a horse jumping.,pear222,16,S,NA,a horse jumping
XHYAxKnSNRMEbigrq,game38,494.08,496.08,Yay!,R,16,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,496.08,499.08,"Okay, now you're the guesser.",R,16,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,499.08,501.08,"[pear222] and you're the teller, [apple111].",R,16,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,501.08,506.08,"Okay, in the box is a boat.",apple111,17,S,NA,a boat
XHYAxKnSNRMEbigrq,game38,506.08,508.08,That I have a...,pear222,17,L,NA,NA
XHYAxKnSNRMEbigrq,game38,508.08,511.08,Good job!,R,17,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,511.08,514.08,"Okay, you're the teller, [apple111],",R,17,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,514.08,517.08,"and you're the guesser, [apple111], and you're the teller, [pear222].",R,17,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,517.08,518.08,I've done it!,pear222,18,S,NA,NA
XHYAxKnSNRMEbigrq,game38,518.08,519.08,I thought it.,pear222,18,S,NA,NA
XHYAxKnSNRMEbigrq,game38,519.08,523.08,But your dog is trying to touch.,apple111,18,L,NA,NA
XHYAxKnSNRMEbigrq,game38,523.08,525.08,"The dog's moving around, huh?",R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,525.08,527.08,What did [pear222] say about what's in the box?,R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,527.08,528.08,Can you say it again?,R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,531.08,533.08,It's something that's holding something.,pear222,18,S,NA,something that's holding something
XHYAxKnSNRMEbigrq,game38,533.08,535.08,Good job!,R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,535.08,536.08,Okay.,R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,536.08,539.08,"Now you're the guesser, [pear222], and you're the teller.",R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,539.08,540.08,[apple111].,R,18,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,540.08,547.08,"In the box is a person, and he has no thing in his hand.",apple111,19,S,NA,"a person, and he has no thing in his hand"
XHYAxKnSNRMEbigrq,game38,547.08,549.08,And it's walking?,pear222,19,L,NA,walking
XHYAxKnSNRMEbigrq,game38,549.08,550.08,Yeah.,apple111,19,S,NA,NA
XHYAxKnSNRMEbigrq,game38,550.08,551.08,Good job!,R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,551.08,557.08,"Okay, now is your big guesser, [apple111]?",R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,557.08,558.08,Oh!,R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,558.08,560.08,We finished! Oh my goodness!,R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,560.08,562.08,Can I have a high-five from both of you?,R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,562.08,565.08,Good job! And Smurpy says thank you!,R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,565.08,566.08,You're welcome!,pear222,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,566.08,568.08,"Okay, I'm going to end the recording.",R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,568.08,570.08,Thank you guys so much for playing you.,R,19,NA,NA,NA
XHYAxKnSNRMEbigrq,game38,570.08,571.08,And bye-bye!,pear222,19,NA,NA,NA
sfLKxjjG6efGYekzK,game41,0,3,"Okay, you guys are on camera.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,3,8,Thank you both so much for playing my game.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,8,13,"We're going to be playing a really fun matching game, okay?",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,13,15,"But before we start the matching game,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,15,20,we're going to practice using our iPads by touching bubbles that we see on the screen.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,20,21,Are you guys ready?,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,21,22,Okay.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,22,24,"Okay, so I'm going to each give you an iPad.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,24,27,You can touch the blue button in the middle of your iPad to start,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,27,30,and then start touching all of the bubbles that you see.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,30,30.84,to make them pop.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,30.84,32.08,Yeah.,pear444,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,32.08,32.84,Good job.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,35.8,37.48,I'm just gonna make sure there's something.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,37.48,38.5,"Yeah, that means you popped it.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,38.5,39.16,Keep going.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,40.32,42.76,What does smiley face mean?,pear444,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,42.76,45.32,It means that it's a bubble and you gotta pop it.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,47.28,48.32,Smiley face.,apple333,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,48.32,49.32,There you go.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,51.8,53.92,Good job popping all the bubbles.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,55.78,57.38,Good job popping all the bubbles.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,57.38,58.54,You guys did a great job.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,58.54,59.74,"Okay, now I'm gonna.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,59.74,61.38,I'm going to explain the matching game.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,61.38,64.62,We did a really good job practicing with touching.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,64.62,67.48,"In our matching game, we're going to help our friend",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,67.48,68.88,named Smurphy.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,68.88,70.36,Do you guys want to say hi to Smurphy?,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,70.36,71.66,"Hi, [apple333].",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,71.66,72.36,"Hi, [pear444].",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,72.36,73.26,You want to sit down now?,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,73.26,75.16,So I saw Smurphy in the picture.,pear444,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,75.16,75.52,You did?,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,75.52,77.3,"Yeah, that was Smurphy in the picture.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,77.3,78.62,So in this matching game.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,78.62,79.62,Not mine.,apple333,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,79.62,80.46,"Yeah, you saw him.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,80.46,81.54,He's right here.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,81.54,82.2,"Oh, can I say?",pear444,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,82.2,83.66,I think yours is gone now.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,83.66,85.18,It started going to the next page.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,85.18,87.34,"So in the game, here, you guys watch me,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,87.34,89.14,"and then I'll give you the iPads later on, okay?",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,89.14,91.8,"So in the game, we're going to help Smurphy.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,91.8,97.66,"If you both are going to see on your iPads two pictures,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,97.66,100.08,"so one of you is going to see pictures that look like this,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,100.08,102.58,and one of you will see pictures that look like this.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,102.58,105.5,"If you have the box around your picture,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,105.5,107.2,"that means that you're the teller,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,107.2,109.28,and you're going to be telling Smurphy,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,109.28,112.24,and your partner what you see on your screen.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,112.24,113.08,If...,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,113.08,114.56,Is there a partner?,pear444,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,114.56,115.84,You guys are partners.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,115.84,117.98,If you see on your screen these two images,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,117.98,120.96,"without a black box, that means that you're the guesser,",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,120.96,122.46,and you're going to be holding Smurphy,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,122.46,125.76,and helping him guess which picture has the black box around it.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,125.76,129.86,"We're gonna, if you guess it right, then you're gonna see a smiley face.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,129.86,132.28,"And if you guess you're wrong, you'll see frowny face.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,132.28,134.34,"But that's okay, because we'll have lots of chances",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,134.34,136.86,"to help Smurphy guess the right answer, okay?",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,136.86,140.42,We're gonna switch taking turns of who's the teller and the guesser.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,140.42,141.7,Does that sound good?,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,141.7,143.74,"Okay, we can start playing.",R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,143.74,145.84,You're going to touch the screen and then we'll see.,R,NA,NA,NA,NA
sfLKxjjG6efGYekzK,game41,147.18,148.18,"Oh, I'm the teller.",apple333,0,S,NA,NA
sfLKxjjG6efGYekzK,game41,148.28,149.42,"Yeah, you're the teller.",R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,149.52,150.46,Why are you the teller?,R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,151,152.66,Because there was a black box.,apple333,0,S,NA,NA
sfLKxjjG6efGYekzK,game41,152.76,153.26,Good job.,R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,153.42,156.68,"So then, [pear444], you're going to be the guesser because you don't have a black box.",R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,157.24,158.4,"So, [apple333].",R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,158.6,162.7,"[apple333], you're going to tell [pear444] which picture has the black box around it.",R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,163.24,163.62,Apple.,apple333,0,S,NA,apple
sfLKxjjG6efGYekzK,game41,164.24,164.64,Apple.,pear444,0,L,NA,apple
sfLKxjjG6efGYekzK,game41,165.2,166.2,So you're going to help?,R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,166.2,168.2,Press the apple?,pear444,0,L,NA,NA
sfLKxjjG6efGYekzK,game41,168.2,169.2,Mm-hmm.,R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,169.2,172.2,Good job! You help Smurphy guess the right answer!,R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,172.2,177.2,"Okay, so now you are the guesser, [apple333], and you are the teller, [pear444].",R,0,NA,NA,NA
sfLKxjjG6efGYekzK,game41,177.2,178.2,Dog.,pear444,1,S,NA,dog
sfLKxjjG6efGYekzK,game41,178.2,183.2,Yay! Good job!,R,1,NA,NA,NA
sfLKxjjG6efGYekzK,game41,183.2,187.2,"Okay, now you're the guesser [pear444] and you're the teller, [apple333].",R,1,NA,NA,NA
sfLKxjjG6efGYekzK,game41,187.2,189.2,House.,apple333,2,S,NA,house
sfLKxjjG6efGYekzK,game41,189.2,191.2,Boat.,pear444,2,L,NA,boat
sfLKxjjG6efGYekzK,game41,191.2,195.2,"That's okay, we'll try again.",R,2,NA,NA,NA
