trial,gameId,words,target,distractor
15,6sYhrNGKfSytZ28qg,a rabbit sitting,dancer,baby
15,7f52Qvo3WtHSDBBiT,a kangaroo,bunny,dancer
15,FE4m6DqfbQWmwgniQ,a diamond,baby,zombie
15,HTwFJLfWj4A8u7QGj,a fox,zombie,dancer
15,MKgFM7dNwHBspHZpW,a person looking backwards with a bow in their hair,bunny,baby
15,NFd7tdjLvdX2zjRNZ,a diamond on it,baby,zombie
15,SMwumSqBHRTBS4fK9,the square on the top,dancer,bunny
15,XdB6EQahFnDworHaK,it’s like a giraffe has button on the giraffe’s back,zombie,baby
15,bQQdJ8kC5uKYc7xbb,A diamond on the top,baby,bunny
15,cpaM8z4mzevNTgp9W,"sculpture, a down sculpture",dancer,bunny
15,eYARBXoqF7mdFzui6,human,baby,bunny
15,egcWimukrEpCBzMst,a weird looking banana,baby,bunny
15,gZBFkYh7KzvX54oiG,a diamond,baby,dancer
15,gh5m6L567Rj8kDBb7,a bird walking with a flag on its back,zombie,baby
15,hhgH3qxpXmvGT7bBS,"two diamonds on the top, two diamonds on the top",bunny,zombie
15,hwsb4A7YdQaangawz,a shoe,dancer,bunny
15,hwtLvim5zdhScLEg4,dinosaur,zombie,baby
15,odohRrMxG3FfX4xMQ,a shoe that has a bow at the top,bunny,dancer
15,qKvDzndtLRHdnA93s,a bow tie,baby,bunny
15,siqgDfwwvXutvEif8,"pizza slices on its head, a square and there’s a shoe",bunny,baby
15,tMqYmPhQXDtTs3dNd,a horse,zombie,bunny
15,uw4Hv2cS5RgAxMQPS,a door with a man taking his shoe off,bunny,zombie
15,wL7EjQmFuYxmHo6Ws,"same thing, a creature like this, trying to go on the back",zombie,bunny
15,zSNrxaAjN8X8xcMGQ,"a guy with a shoe holding a ball, a shoe in front of the guy",zombie,bunny
16,3nbqrK7ZNYhtaS5Ko,a diamond,baby,bunny
16,5EaTR8ZGFDCyFdwkf,"the one that’s sitting, not the one with the ramp",dancer,bunny
16,6qtxht66CPuAbKqzz,the person with the square on the back,zombie,dancer
16,7f52Qvo3WtHSDBBiT,a banana on top of his shoulder,baby,dancer
16,DL7ddsvxyC39tP4TL,a person dancing,dancer,zombie
16,DRHtzr7ykXWJA4nFR,"rosie, nothing",dancer,baby
16,FE4m6DqfbQWmwgniQ,a square,bunny,zombie
16,HTwFJLfWj4A8u7QGj,"a fox, a fox",zombie,dancer
16,MKgFM7dNwHBspHZpW,a person walking,zombie,baby
16,NFd7tdjLvdX2zjRNZ,a square with a pointy triangle,zombie,baby
16,SMwumSqBHRTBS4fK9,a square on the side and the triangle on the right,dancer,zombie
16,XdB6EQahFnDworHaK,This huge tool is larger than 45 to the muscles and a larger mic.,bunny,zombie
16,bQQdJ8kC5uKYc7xbb,a swirl on the top,dancer,zombie
16,cpaM8z4mzevNTgp9W,something looking down,zombie,baby
16,egcWimukrEpCBzMst,weird looking shoe banana,bunny,baby
16,gZBFkYh7KzvX54oiG,diamond,baby,zombie
16,gh5m6L567Rj8kDBb7,"trash, a bird, a banana",baby,zombie
16,hhgH3qxpXmvGT7bBS,"a diamond on the back, this leg is one leg on the ground, one leg up in the air",zombie,dancer
16,hwsb4A7YdQaangawz,the sausage that has a leaf and they’re very tall,baby,dancer
16,hwtLvim5zdhScLEg4,dinosaur,bunny,dancer
16,odohRrMxG3FfX4xMQ,"a person sitting down on a, floor, a shoe, it looks like a shoe, two feet, the person got no feet",bunny,dancer
16,qKvDzndtLRHdnA93s,"a diamond, a J, a J, a J",baby,dancer
16,siqgDfwwvXutvEif8,"a square face down, a pizza slice on its foot, a diagonalish shape and one that’s down, and one that’s straight and one that’s up again, and a square and two and one you’re down, and one you’re up, a square head, on the square head",bunny,baby
16,tMqYmPhQXDtTs3dNd,"a horse, a chew, a worm, a worm",baby,zombie
16,uw4Hv2cS5RgAxMQPS,stairs,bunny,dancer
16,wL7EjQmFuYxmHo6Ws,a mountain with some triangles,bunny,dancer
16,zSNrxaAjN8X8xcMGQ,a shoe,bunny,baby
17,3nbqrK7ZNYhtaS5Ko,a square,dancer,baby
17,5EaTR8ZGFDCyFdwkf,the one with the diamond on top,baby,zombie
17,6qtxht66CPuAbKqzz,"a square, an L with the triangle and the triangle and the square, the other one",baby,dancer
17,6sYhrNGKfSytZ28qg,"a bunny, a boat",baby,bunny
17,7f52Qvo3WtHSDBBiT,a walking person,zombie,dancer
17,DL7ddsvxyC39tP4TL,"not a person dancing, a person walking with no arms",zombie,baby
17,FE4m6DqfbQWmwgniQ,a square,dancer,bunny
17,HTwFJLfWj4A8u7QGj,"a shoe, that looks like a bow tie, not a bow tie, like a bow tie",dancer,bunny
17,MKgFM7dNwHBspHZpW,an elephant with a big square ear,dancer,baby
17,NFd7tdjLvdX2zjRNZ,a diamond on it,baby,dancer
17,SMwumSqBHRTBS4fK9,"triangle, the diamond on the side like it’s holding a bag connected",zombie,baby
17,XdB6EQahFnDworHaK,"in triangle shoes but the very very bottom is cut, but the very very top has a rebound on the top",dancer,bunny
17,bQQdJ8kC5uKYc7xbb,a diamond on the top,zombie,baby
17,cpaM8z4mzevNTgp9W,candy,baby,dancer
17,egcWimukrEpCBzMst,weird looking banana,baby,zombie
17,fqzpvRcLPLGuHsYJy,a two horned dog,bunny,dancer
17,gZBFkYh7KzvX54oiG,"something big that has a square on top, a triangle down low",dancer,baby
17,gh5m6L567Rj8kDBb7,peter rabbit,bunny,baby
17,hhgH3qxpXmvGT7bBS,"a diamond on his head, a diamond on his head",baby,bunny
17,hwsb4A7YdQaangawz,"with the backpack walking, the person walking and having a backpack on its back",zombie,bunny
17,hwtLvim5zdhScLEg4,banana,baby,bunny
17,odohRrMxG3FfX4xMQ,a person that has something on his back,zombie,dancer
17,qKvDzndtLRHdnA93s,"a diamond on the top, and a triangle on the bottom",dancer,baby
17,siqgDfwwvXutvEif8,"a square on its back, it has two things, and it’s a human",zombie,bunny
17,tMqYmPhQXDtTs3dNd,a horse,zombie,baby
17,uw4Hv2cS5RgAxMQPS,a tower and chairs,baby,bunny
17,wL7EjQmFuYxmHo6Ws,a fish with the diamond on the top,baby,dancer
17,zSNrxaAjN8X8xcMGQ,a man with a foot in front of these,zombie,dancer
18,3nbqrK7ZNYhtaS5Ko,"a square, a diamond, a diamond",zombie,bunny
18,5EaTR8ZGFDCyFdwkf,the one that’s walking,zombie,dancer
18,6qtxht66CPuAbKqzz,the L with a square and a triangle and a triangle,dancer,zombie
18,6sYhrNGKfSytZ28qg,bizing on black,bunny,dancer
18,7f52Qvo3WtHSDBBiT,a kangaroo,bunny,baby
18,DL7ddsvxyC39tP4TL,a jar that has a little bit pointy space,baby,bunny
18,FE4m6DqfbQWmwgniQ,"a diamond, this way",zombie,bunny
18,HTwFJLfWj4A8u7QGj,a bottle,baby,dancer
18,MKgFM7dNwHBspHZpW,an elephant’s trunk,baby,zombie
18,NFd7tdjLvdX2zjRNZ,"two triangles on top with a square and a mountain, a bow, a bow",bunny,zombie
18,SMwumSqBHRTBS4fK9,a bun,baby,bunny
18,XdB6EQahFnDworHaK,"you, the part and huge like a Thomas",baby,dancer
18,bQQdJ8kC5uKYc7xbb,a diamond on the top,baby,zombie
18,cpaM8z4mzevNTgp9W,something looking down,dancer,baby
18,egcWimukrEpCBzMst,this shoe is a square that’s square off,dancer,bunny
18,fqzpvRcLPLGuHsYJy,"something, this",baby,bunny
18,gZBFkYh7KzvX54oiG,"has two bottoms and it looks like a windmill, it got only two fins",bunny,zombie
18,gh5m6L567Rj8kDBb7,a pterodactyl with a flag or a banana,dancer,baby
18,hhgH3qxpXmvGT7bBS,"a hard one, this shape in the back, this shape, that triangle shape is on, a diamond here, a body like this, and this, and this, and this",dancer,zombie
18,hwsb4A7YdQaangawz,a shoe,dancer,bunny
18,hwtLvim5zdhScLEg4,"big, big dinosaur",dancer,bunny
18,odohRrMxG3FfX4xMQ,"someone’s sitting down, trying to sit",baby,zombie
18,qKvDzndtLRHdnA93s,two triangles on the top and one’s a triangle on the bottom,bunny,zombie
18,siqgDfwwvXutvEif8,"a diamond head and it’s sort of like a marker here, and it has a diamond body and it looks like, a little house on its body",baby,dancer
18,tMqYmPhQXDtTs3dNd,another light with a halo with grass,bunny,zombie
18,uw4Hv2cS5RgAxMQPS,a girl that is kneeling down,dancer,bunny
18,wL7EjQmFuYxmHo6Ws,a dog with some triangle,dancer,zombie
18,zSNrxaAjN8X8xcMGQ,an arrow,baby,zombie
19,3nbqrK7ZNYhtaS5Ko,a shoe,bunny,dancer
19,5EaTR8ZGFDCyFdwkf,the one that has a ramp,bunny,dancer
19,6qtxht66CPuAbKqzz,a triangle connected to a triangle with a square,bunny,zombie
19,6sYhrNGKfSytZ28qg,an elephant walking,zombie,baby
19,7f52Qvo3WtHSDBBiT,a lady that has a diamond on her head,dancer,zombie
19,DL7ddsvxyC39tP4TL,a shoe,bunny,baby
19,FE4m6DqfbQWmwgniQ,a diamond,baby,dancer
19,HTwFJLfWj4A8u7QGj,"a purse, bow tie on top, in the bottom, an edge thing, a flat surface, a square there",bunny,dancer
19,MKgFM7dNwHBspHZpW,a person looking backwards with a dress and a bow,bunny,zombie
19,NFd7tdjLvdX2zjRNZ,"a square on top of it, bended rectangle, a bended rectangle",dancer,baby
19,SMwumSqBHRTBS4fK9,a mountain,bunny,baby
19,XdB6EQahFnDworHaK,a baby giraffe has a diamond at the very very top,zombie,baby
19,bQQdJ8kC5uKYc7xbb,two triangles on the top,bunny,dancer
19,cpaM8z4mzevNTgp9W,something looking down,bunny,baby
19,egcWimukrEpCBzMst,"this guy walking in this clothes, a square on his back?",zombie,bunny
19,gZBFkYh7KzvX54oiG,stomping,zombie,dancer
19,gh5m6L567Rj8kDBb7,a bird with a flag on its back marching,zombie,dancer
19,hhgH3qxpXmvGT7bBS,"a triangle on the head, two triangles, two triangles, a square, it’s straight",bunny,dancer
19,hwsb4A7YdQaangawz,a bunny,bunny,dancer
19,hwtLvim5zdhScLEg4,dog big big dinosaur,zombie,dancer
19,odohRrMxG3FfX4xMQ,a shoe with no bows,dancer,bunny
19,qKvDzndtLRHdnA93s,"a man with a triangle on his head, a man",zombie,dancer
19,siqgDfwwvXutvEif8,"a square on its back and pizza slice on its head, a leg this way and a triangle and a piece of pizza that way",dancer,zombie
19,tMqYmPhQXDtTs3dNd,a people with learning kung fu,dancer,baby
19,uw4Hv2cS5RgAxMQPS,a dad who’s taking off his shoe,zombie,baby
19,wL7EjQmFuYxmHo6Ws,"creature like this, down, and a diamond on the back",zombie,dancer
19,zSNrxaAjN8X8xcMGQ,"a shoe, a blocks",dancer,baby
