start	end	text	speaker	trial	role	echo	description	backchannel
1482000	1483000	could you tell [id176]	R					
1483000	1484000	what you see in the black box?	R					
1484000	1486000	How long is this game?	id176		L			
1486000	1487000	It's...	R					
1487000	1488000	I don't think there's that many more left.	R					
1488000	1489000	It's just a couple of...	R					
1489000	1490000	What is it, 15?	id175		S			
1490000	1492000	Yeah, it's usually for about 15 minutes.	R					
1492000	1493000	But we're...	R					
1493000	1494000	No.	id175		S			
1494000	1495000	Well, no, no, no.	R					
1495000	1496000	15 games.	id176		L			
1496000	1497000	Well, we've already used	R					
1497000	1498000	a lot of the minutes.	R					
1498000	1499000	No.	id175		S			
1499000	1500000	I don't want 15.	id175		S			
1500000	1502000	It's probably like five more minutes.	R					
1502000	1503000	15 games.	id176		L			
1503000	1505000	This is all going to take forever.	id176		L			
1505000	1507000	I want one minute.	id175		S			
1507000	1509000	Well, it'll take a little bit longer	R					
1509000	1511000	than one minute.	R					
1511000	1512000	Let's...	id176		L			
1512000	1513000	Let's cry.	id176		L			
1513000	1514000	Let's go...	id176		L			
1514000	1516000	Let's go sleep.	id176		L			
1516000	1517000	Yeah.	R					
1517000	1519000	Hey, wait, guys.	R					
1519000	1520000	We can sleep.	R					
1520000	1521000	[id176],	R					
1521000	1522000	can you please get back in the chair?	R					
1522000	1523000	No.	id176		L			
1523000	1524000	[id176]?	R					
1524000	1525000	I'm so happy.	id176		L			
1525000	1526000	Hey, [id176],	R					
1526000	1527000	can you please sit back down	R					
1527000	1528000	in your chair?	R					
1528000	1529000	I don't...	id175		S			
1529000	1531000	I don't want to play.	id175		S			
1531000	1533000	I want to go to sleep every day	id175		S			
1533000	1535000	to grow up to get tired	id175		S			
1535000	1538000	and I don't want to sleep together.	id175		S			
1538000	1539000	Well, if you want to go back	R					
1539000	1540000	to the classroom and sleep,	R					
1540000	1541000	then we can do that.	R					
1541000	1542000	But otherwise,	R					
1542000	1543000	can we play the game in here	R					
1543000	1544000	when we're in the game room?	R					
1551000	1552000	Hey, if you want to do other things,	R					
1552000	1553000	then we can do that	R					
1553000	1554000	when we go back to the classroom.	R					
1554000	1555000	But right now,	R					
1555000	1556000	can we play this game?	R					
1557000	1558000	[id176]?	R					
1560000	1562000	I just don't understand.	id176		L			
1562000	1563000	It's okay.	R					
1563000	1565000	It's a hard game.	R					
1565000	1567000	This game is hard.	id175		S			
1567000	1568000	It is.	R					
1568000	1569000	But you guys are...	R					
1569000	1571000	But you know which one it is	id176		L			
1571000	1572000	that I know,	id176		L			
1572000	1573000	so you're lucky.	id176		L			
1573000	1574000	Yeah.	R					
1574000	1576000	So if you could help [id176]	R					
1576000	1578000	by telling him what's inside the box.	R					
1578000	1581000	It's okay if you don't know the answer.	id176		L			
1581000	1582000	Yeah, and it's okay	R					
1582000	1583000	if you don't know what it is in there.	R					
1583000	1585000	But you got to help [id176]	R					
1585000	1586000	to tell him what it is.	R					
1586000	1588000	Yeah, and show me	id176		L			x
1588000	1590000	what the direction is	id176		L			x
1590000	1591000	of the points.	id176		L			x
1591000	1593000	Maybe this one.	id175		S			
1594000	1595000	Well, right now,	R					
1595000	1596000	you're the teller,	R					
1596000	1597000	so you're just going to tell him	R					
1597000	1598000	what's inside the black box.	R					
1599000	1604000	I think you're not really good at this.	id176		L			
1604000	1605000	It has a...	id175		S			
1605000	1606000	Are you sure?	id176		L			
1606000	1608000	Wait, she's telling you right now.	R					
1608000	1611000	Maybe I'll try right now.	id175		S			
1611000	1612000	Yeah.	R					
1612000	1614000	It has a...	id175		S			
1614000	1615000	No.	id175		S			
1617000	1620000	I always don't know.	id175		S			
1620000	1621000	Okay, so now you're going to be the teller.	R	13				
1621000	1622000	It's this one.	id176		S			
1622000	1623000	It's this one.	id176		S			
1623000	1624000	And so now,	R					
1624000	1626000	can you tell [id175] what it is?	R					
1627000	1629000	It's kind of rainbow.	id176		S		rainbow	
1631000	1633000	It's kind of a rainbow.	id176		S		a rainbow	
1633000	1636000	It's a rainbow spinner wheelie.	id176		S		a rainbow spinner wheelie	
1636000	1638000	Can you use the shapes	R			x		
1638000	1639000	of what it is	R					
1639000	1640000	or what it looks like	R					
1640000	1641000	without colors?	R					
1644000	1646000	You might want to push it	id176		S			x
1646000	1647000	back down	id176		S			x
1647000	1649000	to see the rainbows.	id176		S			x
1651000	1652000	It's kind of shiny.	id176		S		shiny	
1652000	1655000	And it goes this way.	id176		S		it goes this way	
1655000	1658000	And the points go this way.	id176		S		the points go this way	
1658000	1660000	This way and that way.	id176		S		this way and that way	
1660000	1661000	Both ways.	id176		S		both ways	
1662000	1663000	Okay, [id175],	R					
1663000	1664000	do you want to take your best guess	R					
1664000	1665000	of which one it is?	R					
1667000	1669000	She's definitely going to know it.	id176		S			
1669000	1670000	I know this.	id176		S			
1670000	1671000	Yeah.	R					
1671000	1673000	Please don't take that one.	id176		S			
1673000	1674000	Just tap whichever answer you think it is.	R					
1674000	1677000	Not the point behind the person.	id176		S		not the point behind the person	
1677000	1679000	It's the other one.	id176		S			
1679000	1681000	The one on this side.	id176		S			
1682000	1685000	You said this one?	id175		L			
1685000	1687000	Can you ask [id176]?	R					
1687000	1688000	You can ask [id176] any questions	R					
1688000	1689000	you want about it.	R					
1693000	1694000	Just press it.	id176		S			
1694000	1695000	I'm going to give you	id176		S			
1695000	1698000	one minute to guess.	id176		S			
1700000	1702000	[id175], do you want to guess?	R					
1704000	1705000	Can we put that down	R					
1705000	1707000	because you're distracting [id175] right now?	R					
1707000	1708000	Okay.	id176		S			
1708000	1709000	[id175], could you try to guess	R					
1709000	1710000	which one it is?	R					
1711000	1713000	This guess is hard.	id175		L			
1713000	1715000	It is hard, but it's okay.	R					
1715000	1717000	My guess is very hard.	id175		L			
1717000	1718000	Yeah, it's okay though.	R					
1718000	1720000	I think you have it.	R					
1720000	1721000	Just click whichever one you think it is.	R					
1721000	1723000	It's okay if you get it wrong.	R					
1723000	1726000	Just tap whichever one you think it is.	R					
1726000	1727000	It doesn't matter.	id176		S			
1727000	1731000	You don't need to tell the color.	id176		S			
1731000	1732000	You just need to tell	id176		S			
1732000	1734000	the which way the points are.	id176		S			
1734000	1736000	Yeah, what the shape of it is.	R					
1736000	1739000	Yeah, maybe this way.	id175		L			
1740000	1741000	Okay.	R					
1741000	1742000	Then just tap it.	R					
1742000	1743000	You don't have to ask me	R					
1743000	1744000	which one it is.	R					
1744000	1746000	Please do it.	id176		S			
1746000	1747000	Yeah, just tap it.	R					
1747000	1749000	Tap it hard.	R					
1749000	1752000	Please make it go right.	id176		S			
1752000	1753000	[id175], it's okay.	R					
1753000	1754000	It doesn't really matter	R					
1754000	1755000	if you get it right or wrong	R					
1755000	1756000	because there's a lot of chances	R					
1756000	1758000	to help Smurfy.	R					
1758000	1760000	Okay.	R					
1760000	1764000	It's going to take forever.	id176		S			
1764000	1765000	[id175], do you want to just	R					
1765000	1766000	tap whichever it is?	R					
1766000	1768000	I want to go.	id176		S			
1768000	1769000	I want to.	id176		S			
1769000	1771000	You want to go back to the classroom?	R					
1771000	1775000	Yeah, I just want to do one last game.	id176		S			
1775000	1776000	Okay, then...	R					
1776000	1778000	Okay, then I'll try it.	id175		L			
1778000	1780000	Okay, then try it.	R					
1780000	1782000	Okay, so it wasn't that one	R	14				
1782000	1784000	but that's okay.	R					
1784000	1788000	Why do you keep tapping the wrong box?	id176		L			
1788000	1790000	Do you want to do one more round?	R					
1790000	1791000	Do you want to do one more round	R					
1791000	1792000	of telling your guessing	R					
1792000	1794000	or do you want to go back to the classroom?	R					
1794000	1797000	Maybe this one now.	id175		S			
1797000	1799000	Okay, so could you tell [id176]	R					
1799000	1801000	which one you see inside the black box?	R					
1801000	1804000	These are tell-the-sheen.	id176		L			
1804000	1807000	[id175], could you tell [id176]	R					
1807000	1817000	what you see inside the black box?	R					
1817000	1820000	Actually, I want to go to the classroom now.	id176		L			
1820000	1821000	Okay.	R					
1821000	1823000	Do you want to go to the classroom?	R					
1823000	1824000	Okay, let's go.	R					
