game,start_time,end_time,text,speaker,trial,role,description,backchannel,trialNumStart,trialNumEnd,echo,trial_start
game46,35,37,"It will be your turn to guess, okay?",I,1,NA,NA,NA,1,1,Y,34
game46,37,38,So let's listen to [id23].,I,1,NA,NA,NA,1,1,Y,34
game46,38,40,So now what do you see in the black box?,M,1,NA,NA,NA,1,1,Y,34
game46,40,42,Banana.,id23,1,S,Banana,Y,1,1,Y,34
game46,42,44,Do you see a banana?,I,1,NA,NA,NA,1,1,Y,34
game46,47,49,And that's where it's going to keep going like that.,M,2,NA,NA,NA,1.5,1.5,Y,50
game46,49,52,So now let's tell [id23] what we see.,I,2,NA,NA,NA,1.5,2,Y,50
game46,55,56,A boat.,id24,2,S,a boat,Y,2,2,Y,50
game46,56,58,A boat?,I,2,NA,NA,NA,2,2,Y,50
game46,58,60,Let's tap it.,I,2,NA,NA,NA,2,2,Y,50
game46,62,64,Great!,I,2,NA,NA,NA,2,2.5,Y,50
game46,64,66,Here you are.,M,2,NA,NA,NA,2.5,3,Y,50
game46,66,68,Here you go.,I,3,NA,NA,NA,2.5,3,Y,66
game46,68,70,"And now we will guess. So what do we see, [id23]?",I,3,NA,NA,NA,3,3,Y,66
game46,70,72,A boat.,id23,3,S,a boat,Y,3,3,Y,66
game46,72,74,We see a boat. Do you see a boat?,I,3,NA,NA,NA,3,3,Y,66
game46,74,78,Let's tap it.,I,3,NA,NA,NA,3,3,Y,66
game46,79,83,"See, it wasn't a match, but that's okay because we can keep helping Smurfy.",M,4,NA,NA,NA,3,3.5,Y,83
game46,83,85,Man.,id24,4,NA,NA,NA,3.5,4,Y,83
game46,85,87,It's okay.,I,4,NA,NA,NA,4,4,Y,83
game46,87,89,Now what do we see?,I,4,NA,NA,NA,4,4,Y,83
game46,89,91,Feet.,id24,4,S,feet,Y,4,4,Y,83
game46,91,93,Feet.,id24,4,NA,NA,NA,4,4,Y,83
game46,93,95,Feet?,I,4,NA,NA,NA,4,4,Y,83
game46,95,97,He says he sees feet.,I,4,NA,NA,NA,4,4,Y,83
game46,98,102,Do you want to tell [id23] a bit more about what you see?,I,4,NA,NA,NA,4,4,Y,83
game46,102,104,I see a feet.,id24,4,S,NA,Y,4,4,Y,83
game46,104,106,He sees feet.,I,4,NA,NA,NA,4,4,Y,83
game46,106,108,Do you see feet on this one?,I,4,NA,NA,NA,4,4,Y,83
game46,110,112,No.,I,4,NA,NA,NA,4,4,Y,83
game46,114,116,What else does it look like?,I,4,NA,NA,NA,4,4,Y,83
game46,120,122,Yes.,id24,4,S,NA,Y,4,4,Y,83
game46,122,124,What else does it look like?,I,4,NA,NA,NA,4,4,Y,83
game46,124,126,[mumbling],id24,4,S,NA,Y,4,4,Y,83
game46,133,137,So we're going to make our best guess in which one we think kind of looks like feet.,M,4,NA,NA,NA,4,4,Y,83
game46,137,139,We know they look kind of funny.,M,4,NA,NA,NA,4,4,Y,83
game46,143,145,Somebody jumping.,id23,4,L,NA,Y,4,4,Y,83
game46,145,146,What is it?,M,4,NA,NA,NA,4,4,Y,83
game46,146,148,Somebody jumping.,id23,4,L,NA,Y,4,4,Y,83
game46,148,151,Is that the one you want to guess with feet?,M,4,NA,NA,NA,4,4,Y,83
game46,151,154,Go ahead and touch it.,M,4,NA,NA,NA,4,4,Y,83
game46,154,156,Touch it one more time.,M,4,NA,NA,NA,4,4,Y,83
game46,156,158,One more time.,M,4,NA,NA,NA,4,4.5,Y,83
game46,158,160,There we go.,M,4,NA,NA,NA,4,4.5,Y,83
game46,160,162,That's okay.,M,5,NA,NA,NA,4.5,5,Y,162
game46,164,167,"Oh, let's wait a second. Let's listen to [id23], okay?",I,5,NA,NA,NA,5,5,Y,162
game46,167,169,"[id23], what do you see?",M,5,NA,NA,NA,5,5,Y,162
game46,169,172,A person walking.,id23,5,S,a person walking,Y,5,5,Y,162
game46,172,174,He sees a person walking.,I,5,NA,NA,NA,5,5,Y,162
game46,176,178,Great.,I,6,NA,NA,NA,5,5.5,Y,180
game46,178,180,Let's pass it on.,I,6,NA,NA,NA,5.5,6,Y,180
game46,180,182,What do we see in the box?,I,6,NA,NA,NA,5.5,6,Y,180
game46,186,188,What do we see?,I,6,NA,NA,NA,6,6,Y,180
game46,188,190,Stairs.,id24,6,S,stairs,Y,6,6,Y,180
game46,192,194,Kind of stairs.,id24,6,S,NA,Y,6,6,Y,180
game46,194,196,Can you repeat? Can you say it again?,I,6,NA,NA,NA,6,6,Y,180
game46,196,198,Stairs.,id24,6,S,NA,Y,6,6,Y,180
game46,198,200,Stairs?,M,6,NA,NA,NA,6,6,Y,180
game46,200,202,He sees stairs.,M,6,NA,NA,NA,6,6,Y,180
game46,202,207,What else does it look like?,I,6,NA,NA,NA,6,6,Y,180
game46,215,219,Let's tell [id23] what we see in that black box.,I,6,NA,NA,NA,6,6,Y,180
game46,219,221,You want Smurfy to sit down?,M,6,NA,NA,NA,6,6,Y,180
game46,221,224,It looks like stairs. What else does it look like?,I,6,NA,NA,NA,6,6,Y,180
game46,224,226,Just stairs?,I,6,NA,NA,NA,6,6,Y,180
game46,226,230,"All right, [id23], we're going to make our best guess at what one kind of looks like stairs.",M,6,NA,NA,NA,6,6,Y,180
game46,230,234,Which one kind of looks like stairs to you?,I,6,NA,NA,NA,6,6,Y,180
game46,234,237,Go ahead and touch it.,M,6,NA,NA,NA,6,6,Y,180
game46,237,239,One more time.,M,6,NA,NA,NA,6,6,Y,180
game46,239,241,We want to be super gentle. Quick touch.,M,6,NA,NA,NA,6,6,Y,180
game46,241,243,Okay.,M,6,NA,NA,NA,6,6,Y,180
game46,243,245,Ready? Quick touch.,M,6,NA,NA,NA,6,6,Y,180
game46,245,247,There we go.,M,6,NA,NA,NA,6,6.5,Y,180
game46,247,249,Great.,I,7,NA,NA,NA,6.5,7,Y,249
game46,249,251,Let's pass it on.,I,7,NA,NA,NA,6.5,7,Y,249
game46,251,253,"What do we see, [id23]?",I,7,NA,NA,NA,7,7,Y,249
game46,255,258,A guy with a paper thing.,id23,7,S,a guy with a paper thing,Y,7,7,Y,249
game46,258,260,A guy with a paper thing.,I,7,NA,NA,NA,7,7,Y,249
game46,260,262,Do you see a guy with a paper thing?,I,7,NA,NA,NA,7,7,Y,249
game46,264,266,"Oh, great.",I,7,NA,NA,NA,7,7.5,Y,249
game46,266,268,Yeah!,id24,7,L,NA,Y,7.5,8,Y,249
game46,268,270,Here you go.,M,8,NA,NA,NA,7.5,8,Y,268
game46,270,272,Now what do we see in the box?,I,8,NA,NA,NA,8,8,Y,268
game46,272,274,A box with a boat.,id24,8,S,a box with a boat,Y,8,8,Y,268
game46,274,276,A box with a boat.,I,8,NA,NA,NA,8,8,Y,268
game46,276,278,Got it.,M,8,NA,NA,NA,8,8,Y,268
game46,278,280,Touch it.,M,9,NA,NA,NA,8,8.5,Y,284
game46,280,282,Great.,M,9,NA,NA,NA,8,8.5,Y,284
game46,282,284,Let's pass it on.,I,9,NA,NA,NA,8.5,9,Y,284
game46,284,288,Now what do we see?,I,9,NA,NA,NA,8.5,9,Y,284
game46,288,290,That.,id23,9,S,NA,Y,9,9,Y,284
game46,290,292,What do you see in the box?,M,9,NA,NA,NA,9,9,Y,284
game46,292,296,A person looking down.,id23,9,S,a person looking down,Y,9,9,Y,284
game46,296,300,A person looking down.,M,9,NA,NA,NA,9,9,Y,284
game46,300,302,Touch the one you think it is,M,9,NA,NA,NA,9,9.5,Y,284
game46,302,304,Touch it.,M,9,NA,NA,NA,9,9.5,Y,284
game46,304,308,There's two red little friends walking around.,id23,9,S,NA,Y,9.5,10,Y,284
game46,308,310,There you go.,M,9,NA,NA,NA,10,10,Y,284
game46,310,312,That's okay.,M,10,NA,NA,NA,10,10,Y,306
game46,312,314,What do we see here?,I,10,NA,NA,NA,10,10,Y,306
game46,314,316,What do we see?,I,10,NA,NA,NA,10,10,Y,306
game46,316,318,A walk.,id24,10,S,a walk,Y,10,10,Y,306
game46,318,320,A walk.,I,10,NA,NA,NA,10,10,Y,306
game46,322,324,Don't see a walk?,I,10,NA,NA,NA,10,10,Y,306
game46,324,326,Okay.,I,10,NA,NA,NA,10,10,Y,306
game46,326,330,Let's try to tell a little bit more about what we see.,I,10,NA,NA,NA,10,10,Y,306
game46,330,342,A walk and what else?,I,10,NA,NA,NA,10,10,Y,306
game46,342,344,Does it only look like a walk?,I,10,NA,NA,NA,10,10,Y,306
game46,344,346,Okay.,I,10,NA,NA,NA,10,10,Y,306
game46,346,348,Let's try to make our best guess.,I,10,NA,NA,NA,10,10,Y,306
game46,348,354,Which one looks like a walk?,I,10,NA,NA,NA,10,10.5,Y,306
game46,354,356,That's okay.,M,11,NA,NA,NA,10.5,10.5,Y,357
game46,356,358,No.,id24,11,NA,NA,NA,10.5,11,Y,357
game46,358,360,That's okay if we're wrong.,M,11,NA,NA,NA,11,11,Y,357
game46,360,362,Now what do we see?,I,11,NA,NA,NA,11,11,Y,357
game46,362,364,A boat.,id23,11,S,a boat,Y,11,11,Y,357
game46,364,366,See a boat.,I,11,NA,NA,NA,11,11,Y,357
game46,366,368,Great.,I,11,NA,NA,NA,11,11.5,Y,357
game46,368,370,Yes.,id24,11,L,NA,Y,11.5,11.5,Y,357
game46,370,372,All right.,M,12,NA,NA,NA,11.5,12,Y,371
game46,372,374,Now your turn to describe or tell.,M,12,NA,NA,NA,12,12,Y,371
game46,374,376,What do we see there?,I,12,NA,NA,NA,12,12,Y,371
game46,376,378,A dog.,id24,12,S,a dog,Y,12,12,Y,371
game46,378,380,And.,id24,12,NA,NA,NA,12,12,Y,371
game46,382,384,What does it look like?,M,12,NA,NA,NA,12,12,Y,371
game46,384,388,I mean a camera?,id24,12,S,a camera,Y,12,12,Y,371
game46,388,390,A camera?,I,12,NA,NA,NA,12,12,Y,371
game46,390,392,A camera.,M,12,NA,NA,NA,12,12,Y,371
game46,392,394,Hmm.,I,12,NA,NA,NA,12,12,Y,371
game46,394,396,And what?,id23,12,L,NA,Y,12,12,Y,371
game46,398,400,That's okay.,I,13,NA,NA,NA,12.5,12.5,Y,401
game46,400,402,That's all right.,I,13,NA,NA,NA,12.5,13,Y,401
game46,402,404,That's okay.,I,13,NA,NA,NA,13,13,Y,401
game46,404,406,I can't remember what it looks like.,id24,13,L,NA,Y,13,13,Y,401
game46,406,408,Now what do we see in the box?,I,13,NA,NA,NA,13,13,Y,401
game46,410,412,A person jumping again.,id23,13,S,a person jumping,Y,13,13,Y,401
game46,412,414,A person jumping again.,I,13,NA,NA,NA,13,13,Y,401
game46,420,422,Great.,I,13,NA,NA,NA,13,NA,Y,401
game46,422,424,Let's pass it on.,I,13,NA,NA,NA,13,NA,Y,401
game46,424,426,We're done.,I,13,NA,NA,NA,13,NA,Y,401
game46,426,428,Thank you guys for playing our game and helping Smurfie.,M,13,NA,NA,NA,13,NA,Y,401
game46,428,430,Thank you guys so much.,I,13,NA,NA,NA,13,NA,Y,401
game46,430,432,"All right, my friends. I'm going to go ahead and turn off the camera.",M,13,NA,NA,NA,13,NA,Y,401
game46,432,434,Do you guys want to wave bye?,M,13,NA,NA,NA,13,NA,Y,401
game46,434,442,Bye bye.,I,13,NA,NA,NA,13,NA,Y,401
game47,-124,-123,It should be ready.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-123,-122,Are you guys ready?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-120,-115,"Okay, so my friends, today we will be playing a matching game.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-115,-113,Do you guys know what a matching game is?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-111,-110,Let me show you how it works.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-109,-107,This is going to be Smurphy.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-107,-106,Let's say hi to Smurphy.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-106,-105,Hi Smurphy.,id26,NA,NA,NA,NA,NA,0,NA,NA
game47,-105,-104,Hi.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-104,-103,Hi.,id25,NA,NA,NA,NA,NA,0,NA,NA
game47,-103,-100,Now Smurphy really wants to play this game today.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-100,-97,And he specifically wants to guess.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-97,-92,"So in front of you guys, you will see two pictures on your screens.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-92,-87,But only one of you friends will see a picture in a black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-87,-86,Okay?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-86,-83,And Smurphy wants to guess that picture in the black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-83,-80,"So let's say [id26], you'll have Smurphy, right?",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-80,-75,"If you have Smurphy, you will help Smurphy guess which picture is in the black box.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-75,-74,Okay?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-74,-68,"But if [id25], you don't have Smurphy, you will tell [id26] and Smurphy what you see in the black box.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-68,-65,So that they can make the right choice.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-65,-64,Yeah?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-64,-63,So let's try it out.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-63,-61,"[id26], let's say you have Smurphy.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-61,-58,Will you be the guesser or will you be the teller?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-58,-56,I will be the teller.,id26,NA,NA,NA,NA,NA,0,NA,NA
game47,-56,-53,You will be the guesser because Smurphy wants to guess.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-53,-52,Okay.,id26,NA,NA,NA,NA,NA,0,NA,NA
game47,-52,-47,"And [id25], if you don't have Smurphy, will you be the guesser or will you be the teller?",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-47,-46,The teller?,id25,NA,NA,NA,NA,NA,0,NA,NA
game47,-46,-40,You will be the teller because you will tell Smurphy and [id26] what you see in the black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-40,-34,"Now, so to make our decisions, we will just tap on the screen once and that'll seal it.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-34,-31,"Now, on the screen, you will see an image.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-31,-27,"If you see a smiley face, a happy face, then great.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-27,-22,It was a match and you found the picture that was in the black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-22,-15,"If you see a sad face, it wasn't a match, but it's completely okay and we will move on to the next round.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-15,-13,Does that sound good to you guys?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-13,-11,Do we have any questions?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-11,-9,Do you have any questions?,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-9,-8,No.,id26,NA,NA,NA,NA,NA,0,NA,NA
game47,-8,-6,"Okay, so should we try it out?",I,NA,NA,NA,NA,NA,0,NA,NA
game47,-6,-5,Okay.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,-5,0,"So to begin the game, we will both tap on the blue arrow.",I,NA,NA,NA,NA,NA,0,NA,NA
game47,0,1,Yes.,I,NA,NA,NA,NA,NA,0,NA,NA
game47,1,3,"Well, let's see.",I,0,NA,NA,NA,0,0,Y,0
game47,3,6,So it looks like [id26] has a picture in the black box.,I,0,NA,NA,NA,0,0,Y,0
game47,6,9,"So [id25], you will hold Smurphy and we will guess.",I,0,NA,NA,NA,0,0,Y,0
game47,9,10,Okay.,I,0,NA,NA,NA,0,0,Y,0
game47,10,13,"So [id26], what do we see in the black box?",I,0,NA,NA,NA,0,0,Y,0
game47,13,14,A doggy.,id26,0,S,a doggy,Y,0,0,Y,0
game47,14,16,She sees a doggy.,I,0,NA,NA,NA,0,0,Y,0
game47,16,17,Do you see a doggy?,I,0,NA,NA,NA,0,0,Y,0
game47,17,21,Mm-hmm.,id25,0,NA,NA,NA,0,0.5,Y,0
game47,21,22,Great.,I,1,NA,NA,NA,0,0.5,Y,25
game47,22,26,And now we will move on and [id26] will be guessing.,I,1,NA,NA,NA,0.5,1,Y,25
game47,26,28,"So [id25], what do we see in the black box?",I,1,NA,NA,NA,1,1,Y,25
game47,28,30,It's apple.,id25,1,S,an apple,Y,1,1,Y,25
game47,30,31,Do you see an apple?,I,1,NA,NA,NA,1,1,Y,25
game47,31,33,Let's press it.,I,1,NA,NA,NA,1,1.5,Y,25
game47,33,34,Great job.,I,1,NA,NA,NA,1,1.5,Y,25
game47,34,36,So we'll just continue like this.,I,2,NA,NA,NA,1.5,1.5,Y,37
game47,36,39,"So [id25], you can hold Smurphy now.",I,2,NA,NA,NA,1.5,2,Y,37
game47,39,42,"And [id26], what do we see in the black box now?",I,2,NA,NA,NA,2,2,Y,37
game47,42,43,A birdie.,id26,2,S,NA,Y,2,2,Y,37
game47,43,45,A birdie.,I,2,NA,NA,NA,2,2,Y,37
game47,45,48,Is this the birdie or is this the birdie?,id25,2,L,NA,Y,2,2,Y,37
game47,48,49,Hmm.,I,2,NA,NA,NA,2,2,Y,37
game47,49,52,Can we tell [id25] a little bit more about what you see?,I,2,NA,NA,NA,2,2,Y,37
game47,52,55,I see a birdie that's flying.,id26,2,S,a birdie that’s flying,Y,2,2,Y,37
game47,55,57,She sees a birdie that's flying.,I,2,NA,NA,NA,2,2,Y,37
game47,57,60,Could it be this one?,id25,2,NA,NA,NA,2,2,Y,37
game47,60,65,"If you think that's your match, we just press it.",I,2,NA,NA,NA,2,2.5,Y,37
game47,65,66,That's okay.,I,3,NA,NA,NA,2.5,2.5,NA,67
game47,66,68,We'll move on to the next round.,I,3,NA,NA,NA,2.5,3,NA,67
game47,68,70,Thank you guys for helping.,I,3,NA,NA,NA,3,3,NA,67
game47,70,73,"Now what do we see, [id25]?",I,3,NA,NA,NA,3,3,NA,67
game47,73,80,A person maybe walking-,id25,3,S,NA,Y,3,3,NA,67
game47,80,82,A person that's walking.,id25,3,S,a person that’s walking,Y,3,3,NA,67
game47,82,90,I see a person that's walking.,id25,3,S,NA,Y,3,3,NA,67
game47,90,93,"It's an interesting one, huh?",I,3,NA,NA,NA,3,3,NA,67
game47,93,102,Yeah.,I,3,NA,NA,NA,3,3,NA,67
game47,102,109,It kind of looks like...,id25,3,NA,NA,NA,3,3,NA,67
game47,109,120,Smurfy wants to make a good guess.,I,3,NA,NA,NA,3,3,NA,67
game47,120,123,Maybe it looks like person that doesn't have any arms.,id26,3,L,NA,Y,3,3,NA,67
game47,123,125,Does it look like that?,I,3,NA,NA,NA,3,3,NA,67
game47,125,126,Kind of.,id25,3,S,NA,Y,3,3,NA,67
game47,126,127,Kind of.,I,3,NA,NA,NA,3,3,NA,67
game47,127,131,It might look like an angel.,id25,3,S,an angel,Y,3,3.5,NA,67
game47,131,132,That's okay.,I,4,NA,NA,NA,3.5,3.5,Y,133
game47,132,135,We can move on to the next one.,I,4,NA,NA,NA,3.5,4,Y,133
game47,135,137,Thank you guys for communicating.,I,4,NA,NA,NA,4,4,Y,133
game47,137,138,There you go.,I,4,NA,NA,NA,4,4,Y,133
game47,138,144,Now [id26] what do we see in this black box?,I,4,NA,NA,NA,4,4,Y,133
game47,144,147,Why is this the same thing?,id26,4,S,NA,Y,4,4,Y,133
game47,147,150,We'll just describe what we see in the black box.,I,4,NA,NA,NA,4,4,Y,133
game47,150,152,What does it look like?,I,4,NA,NA,NA,4,4,Y,133
game47,152,156,A person.,id26,4,S,a person,Y,4,4,Y,133
game47,156,163,I don't know if that's a person.,id26,4,S,NA,Y,4,4,Y,133
game47,163,167,It looks like a person but it's not.,id26,4,S,looks like a person but it’s not,Y,4,4,Y,133
game47,167,169,The one in the black box?,I,4,NA,NA,NA,4,4,Y,133
game47,169,176,It looks like a person but it's not.,I,4,NA,NA,NA,4,4.5,Y,133
game47,176,177,That's okay.,I,5,NA,NA,NA,4.5,4.5,Y,178
game47,177,179,We'll move on to the next one.,I,5,NA,NA,NA,4.5,5,Y,178
game47,179,180,Here you go.,I,5,NA,NA,NA,5,5,Y,178
game47,180,182,"You'll be guessing, okay?",I,5,NA,NA,NA,5,5,Y,178
game47,182,185,"[id25], what do we see in the black box?",I,5,NA,NA,NA,5,5,Y,178
game47,185,199,I don't know if it's a water fountain but it kind of looks like it.,id25,5,S,a water fountain,Y,5,5,Y,178
game47,199,203,It kind of looks like a water fountain.,I,5,NA,NA,NA,5,5,Y,178
game47,203,209,"If that's your match, go ahead and press it.",I,5,NA,NA,NA,5,5.5,Y,178
game47,209,210,Great.,I,6,NA,NA,NA,5.5,5.5,Y,212
game47,210,215,You guys helped Smurfy find the match.,I,6,NA,NA,NA,5.5,6,Y,212
game47,215,219,"[id26], what do we see in the black box now?",I,6,NA,NA,NA,6,6,Y,212
game47,219,225,"I see, maybe that’s  a Lego.",id26,6,S,a lego,Y,6,6,Y,212
game47,225,228,You see a Lego?,I,6,NA,NA,NA,6,6,Y,212
game47,228,231,I don't know if I see a Lego.,id25,6,L,NA,Y,6,6,Y,212
game47,231,234,I don't know what it's that.,id26,6,S,NA,Y,6,6,Y,212
game47,234,239,Why is this not a person without any arms and I don't know what it is?,id26,6,S,not a person without any arms,Y,6,6,Y,212
game47,239,245,She says it's kind of not a person without any arms.,I,6,NA,NA,NA,6,6.5,Y,212
game47,245,246,Great.,I,7,NA,NA,NA,6.5,6.5,Y,248
game47,246,247,Yeah.,id26,7,NA,NA,NA,6.5,6.5,Y,248
game47,247,249,"Okay, there you go.",I,7,NA,NA,NA,6.5,7,Y,248
game47,249,252,"Now [id25], what do we see in the black box?",I,7,NA,NA,NA,7,7,Y,248
game47,252,255,It kind of looks like an angel.,id25,7,S,an angel,Y,7,7,Y,248
game47,255,257,It kind of looks like an angel.,I,7,NA,NA,NA,7,7,Y,248
game47,257,258,Angel.,id26,7,L,NA,Y,7,7,Y,248
game47,258,261,Do you see an angel?,I,7,NA,NA,NA,7,7,Y,248
game47,261,272,That looks like [mumbling] an angel to me.,id26,7,L,NA,Y,7,7,Y,248
game47,272,275,"Well, if you think so, press it.",I,7,NA,NA,NA,7,7.5,Y,248
game47,275,277,Great.,I,7,NA,NA,NA,7,7.5,Y,248
game47,277,279,It's an angel.,id26,7,L,NA,Y,7.5,8,Y,248
game47,279,281,Let's pass it over.,I,8,NA,NA,NA,8,8,Y,278
game47,281,284,Now what do we see [id26] in the black box?,I,8,NA,NA,NA,8,8,Y,278
game47,284,287,A person holding up plate.,id26,8,S,a person holding up a plate,Y,8,8,Y,278
game47,287,290,A person that's holding up plate.,I,8,NA,NA,NA,8,8,Y,278
game47,290,293,Great.,I,8,NA,NA,NA,8,8.5,Y,278
game47,293,295,There you go.,I,9,NA,NA,NA,8.5,9,NA,295
game47,295,299,"[id25], now what do we see?",I,9,NA,NA,NA,8.5,9,NA,295
game47,299,301,There's so much glitter on me.,id26,9,NA,NA,NA,9,9,NA,295
game47,301,303,"Oh, is it sand?",id26,9,NA,NA,NA,9,9,NA,295
game47,303,304,Maybe sand.,I,9,NA,NA,NA,9,9,NA,295
game47,304,311,It kind of looks like someone flying a plane without a cover.,id25,9,S,someone flying a plane without a cover,Y,9,9,NA,295
game47,311,313,"If you have a match, tap it.",I,9,NA,NA,NA,9,9.5,NA,295
game47,313,315,Great.,I,9,NA,NA,NA,9,9.5,NA,295
game47,315,317,There you go.,I,9,NA,NA,NA,9.5,10,NA,295
game47,317,321,"Now [id26], what do we see in the black box?",I,10,NA,NA,NA,10,10,Y,316
game47,321,325,I see an angel.,id26,10,S,an angel,Y,10,10,Y,316
game47,325,327,She sees an angel.,I,10,NA,NA,NA,10,10.5,Y,316
game47,327,330,Great.,I,11,NA,NA,NA,10,10.5,NA,330
game47,330,333,Now what do we see [id25]?,I,11,NA,NA,NA,10.5,11,NA,330
game47,333,342,A person that kind of looks sad without any arms walking away from maybe.,id25,11,S,a person that kind of looks sad without any arms walking away from,Y,11,11.5,NA,330
game47,342,345,Great.,I,11,NA,NA,NA,11,11.5,NA,330
game47,345,347,There you go.,I,12,NA,NA,NA,11.5,12,NA,346
game47,347,349,Now what do we see [id26]?,I,12,NA,NA,NA,12,12,NA,346
game47,349,357,"I see a person that's flying a plane, but the person is flying a plane.",id26,12,S,a person that’s flying a plane,Y,12,12.5,NA,346
game47,357,359,Great.,I,12,NA,NA,NA,12.5,12.5,NA,346
game47,359,362,There you go.,I,13,NA,NA,NA,12.5,13,Y,360
game47,362,365,Now what do we see [id25]?,I,13,NA,NA,NA,13,13,Y,360
game47,365,369,Kind of looks like someone building a funnel.,id25,13,S,someone building a funnel,Y,13,13,Y,360
game47,369,372,Someone building a funnel.,I,13,NA,NA,NA,13,13,Y,360
game47,372,376,Great.,I,13,NA,NA,NA,13,NA,Y,360
game47,376,379,There you go.,I,13,NA,NA,NA,13,NA,Y,360
game47,379,381,And we are done with the game.,I,13,NA,NA,NA,13,NA,Y,360
game47,381,383,Thank you guys so much for playing with us.,I,13,NA,NA,NA,13,NA,Y,360
game47,383,384,What about the ice cream?,id26,13,NA,NA,NA,13,NA,Y,360
game47,384,386,I mean the cake.,id26,13,NA,NA,NA,13,NA,Y,360
game47,386,388,The cake?,I,13,NA,NA,NA,13,NA,Y,360
game47,388,390,The cake that we made last time.,id26,13,NA,NA,NA,13,NA,Y,360
game47,390,392,The cake that we made last time.,I,13,NA,NA,NA,13,NA,Y,360
game47,392,394,The cake that we made last time.,I,13,NA,NA,NA,13,NA,Y,360
game47,394,396,The cake that we made last time.,I,13,NA,NA,NA,13,NA,Y,360
game47,396,401,"Oh, we were building a strawberry cherry cake.",I,13,NA,NA,NA,13,NA,Y,360
game47,401,404,We're going to make a cake again.,id25,13,NA,NA,NA,13,NA,Y,360
game47,404,406,I will turn the camera off now.,I,13,NA,NA,NA,13,NA,Y,360
game47,406,408,Do you guys want to say bye bye?,I,13,NA,NA,NA,13,NA,Y,360
game47,408,432,Bye bye.,I,13,NA,NA,NA,13,NA,Y,360
game48,-147,-145,Do you guys want to say hi to the camera?,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-144,-143,Hi!,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-142,-140,So we'll start the game now. Are you guys ready?,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-139,-138,Now.,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-137,-135,"Yeah, we have some fun games.",I,NA,NA,NA,NA,NA,0,NA,NA
game48,-135,-132,"So today, we will be playing a matching game.",I,NA,NA,NA,NA,NA,0,NA,NA
game48,-132,-130,Do you know what a matching game is?,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-129,-127,"Uh, we try to match.",id27,NA,NA,NA,NA,NA,0,NA,NA
game48,-126,-124,We try to match every match.,id27,NA,NA,NA,NA,NA,0,NA,NA
game48,-123,-121,"Hey, I'm so good at matching games.",id27,NA,NA,NA,NA,NA,0,NA,NA
game48,-121,-120,Really?,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-120,-119,Yeah.,id27,NA,NA,NA,NA,NA,0,NA,NA
game48,-119,-117,I think I'll tried to beat my mom.,id27,NA,NA,NA,NA,NA,0,NA,NA
game48,-117,-116,What.,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-116,-115,Yeah.,id27,NA,NA,NA,NA,NA,0,NA,NA
game48,-115,-114,That is so cool.,I,NA,NA,NA,NA,NA,0,NA,NA
game48,-114,-112,I did a matching game too.,id28,NA,NA,NA,NA,NA,0,NA,NA
game48,-112,-111,"Well, that's great.",I,NA,NA,NA,NA,NA,0,NA,NA
